title,company,location,link
Бизнес-аналитик (технический collection),ID Finance,Казань,https://hh.ru/vacancy/41629023?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий специалист (направление бизнес-аналитика и BI),"ПАО Челябинский Трубопрокатный Завод, (ЧТПЗ)",Челябинск,https://hh.ru/vacancy/39483102?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Сравни.ру,"Москва, Площадь Ильича и еще 1 ",https://hh.ru/vacancy/39838378?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Финансовый аналитик,Бизнес-парк «Текстильщики»,Воронеж,https://hh.ru/vacancy/41096827?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,IBS,Санкт-Петербург,https://hh.ru/vacancy/41638317?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Рексофт,"Москва, Нагатинская",https://hh.ru/vacancy/41449186?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий специалист (направление бизнес-аналитика и BI),"ПАО Челябинский Трубопрокатный Завод, (ЧТПЗ)",Новосибирск,https://hh.ru/vacancy/41042411?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/системный аналитик,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Москва,https://hh.ru/vacancy/40683234?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/системный аналитик,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Москва,https://hh.ru/vacancy/40683234?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Центральный банк Российской Федерации,Москва,https://hh.ru/vacancy/41484463?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик на производство,ООО НАИС,Ростов-на-Дону,https://hh.ru/vacancy/40918773?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Финансовый аналитик,Федеральная сеть розничных магазинов,Тольятти,https://hh.ru/vacancy/41502909?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (1С),Отличные наличные,"Новосибирск, Маршала Покрышкина",https://hh.ru/vacancy/40754848?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (Технолог),АБСОЛЮТ БАНК,"Москва, Крестьянская застава",https://hh.ru/vacancy/38737494?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-Аналитик Power BI,Група Кампаній А-100 АЗС,Минск,https://hh.ru/vacancy/40633424?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес – аналитик 1С,ООО ЗИКО-ЗОРКА Групп,Минск,https://hh.ru/vacancy/41491733?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО ИК СИБИНТЕК,Самара,https://hh.ru/vacancy/41512294?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ТОО ИКС Холдинг Казахстан,Алматы,https://hh.ru/vacancy/41714329?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик BPMS 2.0,Mr.Doors,Москва,https://hh.ru/vacancy/41099541?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик (системный/бизнес),Информаудитсервис,Нижний Новгород,https://hh.ru/vacancy/41047358?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,IconSoft,Казань,https://hh.ru/vacancy/41551944?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Коркласс,Брянск,https://hh.ru/vacancy/41543277?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО ИТ Гильдия,"Санкт-Петербург, Гостиный двор и еще 3 ",https://hh.ru/vacancy/41553414?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Business analyst,Andersen,Казань,https://hh.ru/vacancy/41481958?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик E-commerce,ELKO Group,"Москва, Планерная",https://hh.ru/vacancy/41596103?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик отдела продаж,"АЛИДИ, Группа компаний",Кстово,https://hh.ru/vacancy/40804116?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик,"Аптечная сеть 36,6","Москва, Багратионовская и еще 2 ",https://hh.ru/vacancy/41065338?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Рексофт,Воронеж,https://hh.ru/vacancy/41449238?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Финансовый аналитик,ООО ЭЛСИ Дизайн,Волгоград,https://hh.ru/vacancy/41711169?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Нижний Новгород,https://hh.ru/vacancy/40954231?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по моделированию бизнес-процессов,Segezha Group,Екатеринбург,https://hh.ru/vacancy/40739139?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик в IT,ООО GENESIS INNOVATION,Ташкент,https://hh.ru/vacancy/41048855?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Калининград,https://hh.ru/vacancy/40954233?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1С,ОДО ЮКОЛА-ИНФО-Брест,Брест,https://hh.ru/vacancy/41885901?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
"BI аналитик (Отдел методологии, стандартизации и корпоративного развития)",АО АО АК Алтыналмас,"Алматы, Абая",https://hh.ru/vacancy/41598348?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Санкт-Петербург,https://hh.ru/vacancy/40954234?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик (документарный и гарантийный бизнес),Ventra,Москва,https://hh.ru/vacancy/41695522?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"ALSECO, АО","Алматы, Драмтеатр имени Ауэзова",https://hh.ru/vacancy/40896744?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик (системный/бизнес),Информаудитсервис,Севастополь,https://hh.ru/vacancy/41047363?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (OZON Express),Ozon Express,Москва,https://hh.ru/vacancy/41516238?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (Специалист по бизнес-приложениям),АКРИХИН,"Москва, Курская",https://hh.ru/vacancy/41178129?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Магнитогорск,https://hh.ru/vacancy/40954232?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ИП Малашкина Оксана Алексеевна,Волгоград,https://hh.ru/vacancy/40314234?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов (ERP),ООО ЭкоНива-АПК Холдинг,Воронеж,https://hh.ru/vacancy/41462927?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик 1C,ПАО Сухой,Новосибирск,https://hh.ru/vacancy/40919535?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО ПК ЭКВИЗОЛ,Воронеж,https://hh.ru/vacancy/40715711?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (г. Казань),Original Group,Москва,https://hh.ru/vacancy/41671629?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Ярославль,https://hh.ru/vacancy/40954229?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик [id16555],ПАО «Газпром нефть»,"Санкт-Петербург, Адмиралтейская",https://hh.ru/vacancy/41449707?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Уфа,https://hh.ru/vacancy/40954228?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ELKO Group,"Москва, Сходненская",https://hh.ru/vacancy/41596087?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (RPA роботизированная автоматизация процессов),ПАО Магнитогорский металлургический комбинат,Магнитогорск,https://hh.ru/vacancy/41445516?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/аналитик 1С,Новые Горизонты,Санкт-Петербург,https://hh.ru/vacancy/41445833?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Младший бизнес-аналитик,ООО МФК Саммит,Астрахань,https://hh.ru/vacancy/38209204?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик / методолог,АО SITRONICS (СИТРОНИКС),Москва,https://hh.ru/vacancy/41074063?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (SD ERP),Группа Компаний Армтек,"Минск, Пушкинская",https://hh.ru/vacancy/39397494?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (IT),ООО Смарт-Контакт,Ростов-на-Дону,https://hh.ru/vacancy/41088397?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-ассистент,ООО Тимворк,Саранск,https://hh.ru/vacancy/41661137?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик / Middle,Центр Высоких Технологий,Екатеринбург,https://hh.ru/vacancy/38796309?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Екатеринбург,https://hh.ru/vacancy/40954235?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик Tableau (удаленно),ООО СЗ Самолет Девелопмент,Екатеринбург,https://hh.ru/vacancy/41541401?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Маркетолог (Бизнес-Аналитика),ООО ТЭФ ВИЗИТ,Анапа,https://hh.ru/vacancy/41436173?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик,Seldon,Нижний Новгород,https://hh.ru/vacancy/39061190?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик,Diasoft,Пермь,https://hh.ru/vacancy/41533689?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,FIX,Ульяновск,https://hh.ru/vacancy/40954230?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик IT,ТОО Globerce Inc.,Алматы,https://hh.ru/vacancy/41438394?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик BI,ЭР-Телеком,Пермь,https://hh.ru/vacancy/40137042?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (1С),ООО СМП-Страхование,"Москва, Таганская и еще 1 ",https://hh.ru/vacancy/41449988?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес - аналитик,Online-Школа Создания Видео,Москва,https://hh.ru/vacancy/41521445?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Младший бизнес-аналитик,ООО МФК Саммит,Старый Оскол,https://hh.ru/vacancy/38209189?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1С,ГИПЕРМАРКЕТ УСЛУГ 124,Минск,https://hh.ru/vacancy/41525873?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (IT проект),Worldskills Russia,"Москва, Сретенский бульвар и еще 2 ",https://hh.ru/vacancy/40451309?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в IT,ТОО greetgo!,"Алматы, Жибек Жолы",https://hh.ru/vacancy/42187781?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик по заработной плате и кадровому учету,ООО Астерсофт,Минск,https://hh.ru/vacancy/42213522?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Power Business Line,Ташкент,https://hh.ru/vacancy/42132746?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Business Analyst / Бизнес-аналитик,УП Е-Вижн,"Минск, Каменная Горка",https://hh.ru/vacancy/42097479?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ТОО Ingenio,Нур-Султан,https://hh.ru/vacancy/41952249?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Младший аналитик по развитию бизнеса,Фонд Accelerate Prosperity,Бишкек,https://hh.ru/vacancy/41891905?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО КейТуБи,Минск,https://hh.ru/vacancy/41831164?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик продаж/Специалист по работе с Дистрибьюторами,Перно Рикар Минск,Минск,https://hh.ru/vacancy/41177576?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Дримтим Девелопмент,Брест,https://hh.ru/vacancy/42050375?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/Аналитик требований в IT (стажёр),Анализ и Дизайн ИТ,Слуцк,https://hh.ru/vacancy/41603218?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Умный код,Минск,https://hh.ru/vacancy/41546334?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик 1C,ООО Электронная экономика,"Минск, Петровщина",https://hh.ru/vacancy/41406955?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ТОО INForce,Алматы,https://hh.ru/vacancy/41769489?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик МСФО - 1С,ЧП DELTA-C,Ташкент,https://hh.ru/vacancy/41669431?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО ИП Global Solutions,Ташкент,https://hh.ru/vacancy/41741806?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Рингл технолоджис,Минск,https://hh.ru/vacancy/41458809?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО Валента Фармацевтика,Алматы,https://hh.ru/vacancy/41673662?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик IT,ТОО SoftLab NS,Нур-Султан,https://hh.ru/vacancy/41494634?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик (бизнес-аналитик),ИП Гаврилюк А. Е.,Минск,https://hh.ru/vacancy/41524882?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Маркетолог-аналитик,ТОО DALEX DEVELOPMENT,Алматы,https://hh.ru/vacancy/41953714?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик розничной сети,Мясницкий ряд,Москва,https://hh.ru/vacancy/42199581?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес / Системный аналитик (POS система),ЕВРООПТ,"Минск, Каменная Горка",https://hh.ru/vacancy/37292835?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик,SoftSwiss,Минск,https://hh.ru/vacancy/42170292?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес / Системный аналитик (E-commerce),ЕВРООПТ,"Минск, Каменная Горка",https://hh.ru/vacancy/39041611?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес / системный аналитик (web-разработка),ЕВРООПТ,"Минск, Каменная Горка",https://hh.ru/vacancy/41689504?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Business Analyst,Oxagile,"Минск, Михалово",https://hh.ru/vacancy/42075577?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
