title,company,location,link
Главный бизнес-аналитик,Eqvanta,Санкт-Петербург,https://hh.ru/vacancy/41647685?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший Бизнес - аналитик,"Иннотех, Группа компаний","Москва, Сретенский бульвар и еще 2 ",https://hh.ru/vacancy/41452148?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик отдела по планированию промо,"МАГНИТ, Розничная сеть",Краснодар,https://hh.ru/vacancy/41508023?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик,Акелон,Москва,https://hh.ru/vacancy/41606680?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/ методолог,Финансовый Дом «Солид»,"Москва, Беговая",https://hh.ru/vacancy/41071687?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АйТиСи Солюшенс,Севастополь,https://hh.ru/vacancy/41524681?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Главный бизнес-аналитик [id82661],ПАО «Газпром нефть»,Ханты-Мансийск,https://hh.ru/vacancy/41446508?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (CRM),Инфосистемы Джет,"Москва, Савеловская",https://hh.ru/vacancy/41508651?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик сектора разработки аналитических систем,"МАГНИТ, Розничная сеть",Краснодар,https://hh.ru/vacancy/41670495?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Коркласс,Мурманск,https://hh.ru/vacancy/41545151?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Продуктовый/Бизнес аналитик (удаленно или в офисе),Softline,"Москва, Ботанический сад и еще 3 ",https://hh.ru/vacancy/41542473?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Смарт Аналитикс,Пермь,https://hh.ru/vacancy/40768702?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Исполнительный директор (бизнес-аналитик) по развитию и автоматизации кредитного бизнеса,АО Россельхозбанк,"Москва, Международная",https://hh.ru/vacancy/41464592?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (оптовое направление),"ООО САМСОН, ГРУППА КОМПАНИЙ",Воронеж,https://hh.ru/vacancy/37618253?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,СИТИЛИНК,Москва,https://hh.ru/vacancy/41466282?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик (бизнес-мониторинг),Сбер для экспертов,Москва,https://hh.ru/vacancy/40407004?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (описание структуры и бизнес-процессов),ООО Уральская транспортная компания,"Москва, Крестьянская застава и еще 2 ",https://hh.ru/vacancy/41016398?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО Гринатом,"Москва, Дмитровская",https://hh.ru/vacancy/41611626?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/ Аналитик технологических процессов (Маркетинг),Комус,"Москва, Бауманская",https://hh.ru/vacancy/41453940?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1C,АО Ланцет,Москва,https://hh.ru/vacancy/39338901?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Методолог/Бизнес-аналитик,Инград,Москва,https://hh.ru/vacancy/41506450?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО «DynamicSun LLC»,Зеленоград,https://hh.ru/vacancy/41559512?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (страхование),"EPAM Systems, Inc.",Москва,https://hh.ru/vacancy/41483450?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Innowise Group / Фабрика инноваций и решений,Минск,https://hh.ru/vacancy/41634051?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,АО Дальневосточный банк,Владивосток,https://hh.ru/vacancy/41579260?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик - финансист,Золотой ключик (ИП Пикуль),Нур-Султан,https://hh.ru/vacancy/41798866?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ЛАНИТ. Департамент систем управления документами,Москва,https://hh.ru/vacancy/40827050?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Мангазея Девелопмент,"Москва, Деловой центр и еще 2 ",https://hh.ru/vacancy/41724536?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Гринсайт,Зеленоград,https://hh.ru/vacancy/41616665?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,IconSoft,Москва,https://hh.ru/vacancy/41551942?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Главный бизнес-аналитик,ПАО Совкомбанк,"Москва, Выставочная и еще 2 ",https://hh.ru/vacancy/40708783?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (НСИ) [id32461],ПАО «Газпром нефть»,Москва,https://hh.ru/vacancy/41446486?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"ТЕРМЕКС, Группа Компаний","Санкт-Петербург, Электросила",https://hh.ru/vacancy/41482043?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1С,Крупная оптовая компания,Москва,https://hh.ru/vacancy/41438678?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик отдела продаж,ТОО АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),Алматы,https://hh.ru/vacancy/40946881?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик,"«РОСБАНК, Societe Generale Group», с опытом работы",Самара,https://hh.ru/vacancy/40061207?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Университет Иннополис,Казань,https://hh.ru/vacancy/41677295?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в CRM-интегратор (Junior),ООО Интроверт,Краснодар,https://hh.ru/vacancy/41511314?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по моделированию бизнес-процессов,Segezha Group,Киров (Кировская область),https://hh.ru/vacancy/40738984?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик,"МАГНИТ, Розничная сеть",Краснодар,https://hh.ru/vacancy/41555095?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Комус,Москва,https://hh.ru/vacancy/40984376?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ИП Каламурзина Юлия Юсифовна,Краснодар,https://hh.ru/vacancy/41436432?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Брокеркредитсервис,Новосибирск,https://hh.ru/vacancy/40820887?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,"СимбирСофт,ООО",Краснодар,https://hh.ru/vacancy/41627352?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в логистику,ПАО Детский Мир,Москва,https://hh.ru/vacancy/40559184?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик общего профиля,Ригла,Москва,https://hh.ru/vacancy/41474863?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик/Бизнес-аналитик на проект Минерва (Совкомбанк Технологии),ПАО Совкомбанк,Москва,https://hh.ru/vacancy/41461394?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Brandquad,"Москва, Лубянка и еще 1 ",https://hh.ru/vacancy/41447459?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Рексофт,"Санкт-Петербург, Петроградская",https://hh.ru/vacancy/41449065?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по моделированию бизнес-процессов,Segezha Group,Уфа,https://hh.ru/vacancy/40739143?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Business Analyst,ООО Софтмашина,"Санкт-Петербург, Горьковская",https://hh.ru/vacancy/40907759?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Студия Олега Чулакова,Ростов-на-Дону,https://hh.ru/vacancy/41607546?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (предметная область инвестиции),Брокеркредитсервис,"Москва, Проспект Мира и еще 2 ",https://hh.ru/vacancy/39767902?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по моделированию бизнес-процессов,Segezha Group,Казань,https://hh.ru/vacancy/40739032?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Kelly Services,"Москва, Калужская",https://hh.ru/vacancy/41600292?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес - аналитик по складским процессам,"АЛИДИ, Группа компаний",Санкт-Петербург,https://hh.ru/vacancy/41643238?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (IT),"Куберто, OOO",Санкт-Петербург,https://hh.ru/vacancy/41519011?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"«РОСБАНК, Societe Generale Group», с опытом работы",Нижний Новгород,https://hh.ru/vacancy/39977825?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ПАО Ростелеком,Краснодар,https://hh.ru/vacancy/41507379?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик [65101],ПАО «Газпром нефть»,Санкт-Петербург,https://hh.ru/vacancy/41454854?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Junior Бизнес-аналитик BI,Альфа-Банк,Москва,https://hh.ru/vacancy/41607438?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в CRM-интегратор (Junior),ООО Интроверт,Казань,https://hh.ru/vacancy/41511315?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по моделированию бизнес-процессов,Segezha Group,Нижний Новгород,https://hh.ru/vacancy/40739021?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Главный бизнес-аналитик,Eqvanta,Казань,https://hh.ru/vacancy/41647686?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,Почтовые технологии,Москва,https://hh.ru/vacancy/41565769?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий специалист (направление бизнес-аналитика и управление данными),"ПАО Челябинский Трубопрокатный Завод, (ЧТПЗ)",Челябинск,https://hh.ru/vacancy/39482210?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"EPAM Systems, Inc.",Волгоград,https://hh.ru/vacancy/41468451?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,NOVARDIS,Санкт-Петербург,https://hh.ru/vacancy/39207075?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик (Риски),АО Банк ДОМ.РФ,Воронеж,https://hh.ru/vacancy/41478189?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Технолог/бизнес-аналитик,ООО РСХБ-Интех,Москва,https://hh.ru/vacancy/39299965?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Технолог (бизнес-аналитик),ООО РСХБ-Интех,Москва,https://hh.ru/vacancy/41531040?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по моделированию бизнес-процессов,Segezha Group,Омск,https://hh.ru/vacancy/40739028?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Antal Russia,Москва,https://hh.ru/vacancy/41481775?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по моделированию бизнес-процессов,Segezha Group,Пермь,https://hh.ru/vacancy/40739136?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ICL Системные технологии,Казань,https://hh.ru/vacancy/41562475?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"Ренессанс Жизнь, Страхование Жизни",Москва,https://hh.ru/vacancy/41014928?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (системный аналитик),ОАО Хлебпром,Санкт-Петербург,https://hh.ru/vacancy/41790033?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ПАО Первая Грузовая Компания,Москва,https://hh.ru/vacancy/40989350?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-Аналитик,ПАО Магнитогорский металлургический комбинат,Магнитогорск,https://hh.ru/vacancy/41488861?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,IBS,Москва,https://hh.ru/vacancy/41638316?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик BI,IBS,"Москва, Дмитровская",https://hh.ru/vacancy/41546847?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (ИТ),ООО Смайл Лоджистик,Казань,https://hh.ru/vacancy/41482611?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий специалист (направление бизнес-аналитика и BI),"ПАО Челябинский Трубопрокатный Завод, (ЧТПЗ)",Москва,https://hh.ru/vacancy/41042408?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик Microstrategy,"ВСК, САО",Москва,https://hh.ru/vacancy/41722690?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик / Бизнес-аналитик,ФГБУ Федеральный центр охраны здоровья животных,Владимир,https://hh.ru/vacancy/41551867?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1С,ООО АПХ ЭКО-культура,"Москва, Улица 1905 года и еще 3 ",https://hh.ru/vacancy/41547821?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик (Системный аналитик),АО Алмазэргиэнбанк АКБ,Якутск,https://hh.ru/vacancy/41593512?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Соло Груп,Самара,https://hh.ru/vacancy/41793025?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик (Аналитические системы),"Аптечная сеть 36,6","Москва, Багратионовская и еще 2 ",https://hh.ru/vacancy/40506082?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ГБУ Пензенской Области Безопасный регион,Пенза,https://hh.ru/vacancy/41551903?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик Navision,"Мираторг, Агропромышленный холдинг",Белгород,https://hh.ru/vacancy/41684905?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в розницу (SQL),«Газпромбанк» (Акционерное общество),Москва,https://hh.ru/vacancy/40757650?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ОАО Банк Дабрабыт,"Минск, Немига",https://hh.ru/vacancy/41606476?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Рексофт,Ростов-на-Дону,https://hh.ru/vacancy/41449275?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный/бизнес-аналитик,DPD в России,"Москва, Преображенская площадь и еще 1 ",https://hh.ru/vacancy/40846398?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик/Бизнес-аналитик на веб-приложения,ПАО Совкомбанк,"Казань, Суконная слобода",https://hh.ru/vacancy/41467207?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО ОТ-ОЙЛ,Воронеж,https://hh.ru/vacancy/41707041?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий специалист (направление бизнес-аналитика и BI),"ПАО Челябинский Трубопрокатный Завод, (ЧТПЗ)",Екатеринбург,https://hh.ru/vacancy/41042410?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,"СимбирСофт,ООО",Саранск,https://hh.ru/vacancy/41595479?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,IconSoft,Воронеж,https://hh.ru/vacancy/41551943?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
